#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Fri Apr 19 21:11:22 EDT 2019,42,42,Assignment5Suite,AddEdgeTest0+ AddEdgeTest1+ AddEdgeTest2+ AddEdgeTest3+ AddNodeTest1+ AddNodeTest2+ DelEdgeTest1+ DelNodeTest1+ , ,AddEdgeTest4- AddNodeTest0- DelEdgeTest0- DelEdgeTest2- DelNodeTest0- DelNodeTest2- EfficiencyTest1- NumEdgeTest0- NumEdgeTest1- NumNodeTest0- NumNodeTest1- , ,
1,Sat Apr 20 11:15:17 EDT 2019,15,-27,Assignment5Suite,AddNodeTest0+ AddNodeTest1 AddNodeTest2 , ,AddEdgeTest0- AddEdgeTest1- AddEdgeTest2- AddEdgeTest3- AddEdgeTest4 DelEdgeTest0 DelEdgeTest1- DelEdgeTest2 DelNodeTest0 DelNodeTest1- DelNodeTest2 EfficiencyTest1 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 NumNodeTest1 , ,
2,Sat Apr 20 12:27:14 EDT 2019,47,32,Assignment5Suite,AddEdgeTest0+ AddEdgeTest1+ AddEdgeTest2+ AddEdgeTest3+ AddEdgeTest4+ AddNodeTest0 AddNodeTest1 AddNodeTest2 DelEdgeTest1+ , ,DelEdgeTest0 DelEdgeTest2 DelNodeTest0 DelNodeTest1 DelNodeTest2 EfficiencyTest1 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 NumNodeTest1 , ,
3,Sat Apr 20 13:00:43 EDT 2019,52,5,Assignment5Suite,AddEdgeTest0 AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 AddNodeTest2 DelEdgeTest1 DelNodeTest0+ , ,DelEdgeTest0 DelEdgeTest2 DelNodeTest1 DelNodeTest2 EfficiencyTest1 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 NumNodeTest1 , ,
4,Sat Apr 20 13:33:32 EDT 2019,73,21,Assignment5Suite,AddEdgeTest0 AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 AddNodeTest2 DelEdgeTest0+ DelEdgeTest1 DelNodeTest0 NumEdgeTest0+ NumNodeTest0+ NumNodeTest1+ , ,DelEdgeTest2 DelNodeTest1 DelNodeTest2 EfficiencyTest1 NumEdgeTest1 , ,
5,Sat Apr 20 15:38:19 EDT 2019,73,0,Assignment5Suite,AddEdgeTest0 AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 AddNodeTest2 DelEdgeTest0 DelEdgeTest1 DelNodeTest0 NumEdgeTest0 NumNodeTest0 NumNodeTest1 , ,DelEdgeTest2 DelNodeTest1 DelNodeTest2 EfficiencyTest1 NumEdgeTest1 , ,
6,Sat Apr 20 16:22:56 EDT 2019,73,0,Assignment5Suite,AddEdgeTest0 AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 AddNodeTest2 DelNodeTest0 DelNodeTest1+ DelNodeTest2+ NumEdgeTest0 NumNodeTest0 NumNodeTest1 , ,DelEdgeTest0- DelEdgeTest1- DelEdgeTest2 EfficiencyTest1 NumEdgeTest1 , ,
7,Sat Apr 20 23:16:11 EDT 2019,78,5,Assignment5Suite,AddEdgeTest0 AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 AddNodeTest2 DelEdgeTest0+ DelEdgeTest1+ DelEdgeTest2+ DelNodeTest1 NumEdgeTest0 NumEdgeTest1+ NumNodeTest0 , ,DelNodeTest0- DelNodeTest2- EfficiencyTest1 NumNodeTest1- , ,
8,Sat Apr 20 23:18:39 EDT 2019,78,0,Assignment5Suite,AddEdgeTest0 AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 AddNodeTest2 DelEdgeTest0 DelEdgeTest1 DelEdgeTest2 DelNodeTest1 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 , ,DelNodeTest0 DelNodeTest2 EfficiencyTest1 NumNodeTest1 , ,
9,Sun Apr 21 10:25:50 EDT 2019,89,11,Assignment5Suite,AddEdgeTest0 AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 AddNodeTest2 DelEdgeTest0 DelEdgeTest1 DelEdgeTest2 DelNodeTest0+ DelNodeTest1 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 NumNodeTest1+ , ,DelNodeTest2 EfficiencyTest1 , ,
10,Sun Apr 21 10:26:13 EDT 2019,89,0,DelNodeTestSuite,AddEdgeTest0 AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 AddNodeTest2 DelEdgeTest0 DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest1 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 NumNodeTest1 , ,DelNodeTest2 EfficiencyTest1 , ,
11,Sun Apr 21 10:26:14 EDT 2019,89,0,DelNodeTestSuite,AddEdgeTest0 AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 AddNodeTest2 DelEdgeTest0 DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest1 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 NumNodeTest1 , ,DelNodeTest2 EfficiencyTest1 , ,
12,Sun Apr 21 10:29:34 EDT 2019,94,5,Assignment5Suite,AddEdgeTest0 AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 AddNodeTest2 DelEdgeTest0 DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest1 DelNodeTest2+ NumEdgeTest0 NumEdgeTest1 NumNodeTest0 NumNodeTest1 , ,EfficiencyTest1 , ,
13,Sun Apr 21 11:09:14 EDT 2019,94,0,Assignment5Suite,AddEdgeTest0 AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 AddNodeTest2 DelEdgeTest0 DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest1 DelNodeTest2 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 NumNodeTest1 , ,EfficiencyTest1 , ,
14,Sun Apr 21 18:17:54 EDT 2019,94,0,Assignment5Suite,AddEdgeTest0 AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 AddNodeTest2 DelEdgeTest0 DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest1 DelNodeTest2 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 NumNodeTest1 , ,EfficiencyTest1 , ,
15,Sun Apr 21 18:20:19 EDT 2019,94,0,Assignment5Suite,AddEdgeTest0 AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 AddNodeTest2 DelEdgeTest0 DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest1 DelNodeTest2 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 NumNodeTest1 , ,EfficiencyTest1 , ,
16,Sun Apr 21 18:22:03 EDT 2019,0,-257,Assignment5Suite, , ,EfficiencyTest1 ShortestPathTest0- ShortestPathTest1- ShortestPathTest2- ShortestPathTest3- ShortestPathTest4- ShortestPathTest5- , ,
17,Sun Apr 21 18:25:37 EDT 2019,0,0,Assignment5Suite, , ,EfficiencyTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
18,Sun Apr 21 18:28:26 EDT 2019,0,0,Assignment5Suite, , ,EfficiencyTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
19,Sun Apr 21 18:29:56 EDT 2019,0,0,Assignment5Suite, , ,EfficiencyTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
20,Sun Apr 21 18:31:21 EDT 2019,0,0,Assignment5Suite, , ,EfficiencyTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
21,Sun Apr 21 18:35:13 EDT 2019,0,0,Assignment5Suite, , ,EfficiencyTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
22,Sun Apr 21 18:37:18 EDT 2019,0,0,Assignment5Suite, , ,EfficiencyTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
23,Sun Apr 21 18:39:06 EDT 2019,0,0,Assignment5Suite, , ,EfficiencyTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
24,Sun Apr 21 18:40:34 EDT 2019,85,85,Assignment5Suite,ShortestPathTest0+ ShortestPathTest1+ ShortestPathTest2+ ShortestPathTest3+ ShortestPathTest4+ ShortestPathTest5+ , ,EfficiencyTest1 , ,
25,Sun Apr 21 18:43:30 EDT 2019,85,0,Assignment5Suite,ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,EfficiencyTest1 , ,
26,Sun Apr 21 18:49:20 EDT 2019,0,-85,Assignment5Suite, , ,EfficiencyTest1 ShortestPathTest0- ShortestPathTest1- ShortestPathTest2- ShortestPathTest3- ShortestPathTest4- ShortestPathTest5- , ,
27,Sun Apr 21 18:49:59 EDT 2019,85,85,Assignment5Suite,ShortestPathTest0+ ShortestPathTest1+ ShortestPathTest2+ ShortestPathTest3+ ShortestPathTest4+ ShortestPathTest5+ , ,EfficiencyTest1 , ,
28,Sun Apr 21 18:54:11 EDT 2019,85,0,Assignment5Suite,ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,EfficiencyTest1 , ,
29,Sun Apr 21 18:59:34 EDT 2019,85,0,Assignment5Suite,ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,EfficiencyTest1 , ,
